,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
6504,Бухгалтер по работе с покупателями и заказчиками,74000 руб.,"['бухгалтерский учет', '1С:Бухгалтерия', 'налоговый учет', 'ведение электронного документооборота', '1С:Документооборот', 'акты сверок', 'Платежные поручения', 'Бумажный документооборот', 'хранение документов', 'Налоговый кодекс РФ', 'Расчет доплат']",Без тега,"Региональная творческая общественная организация ""Санкт-Петербургский союз художников""","['Сенная площадь,', 'Адмиралтейская']","Сенная площадь, Адмиралтейская,г Санкт-Петербург, ул Большая Морская, д 38",Санкт-Петербург,Работа в бухгалтерии,Бухгалтер,от 5 лет,любое,https://spb.rabota.ru/vacancy/52825746/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,74000,
6505,Менеджер по работе с клиентами (продажи ПО),50000— 100000 руб.,"['стрессоустойчивость', 'грамотная речь', 'обучаемость', 'ведение клиентской базы', 'CRM-система', 'продажи продукта / услуги']",Без тега,"ООО ""КОМПАНИЯ ИНФОСТРОЙ""","['Владимирская,', 'Достоевская']","Владимирская, Достоевская,г Санкт-Петербург, Загородный пр-кт, д 12",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 3 лет,высшее,https://spb.rabota.ru/vacancy/52807999/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,100000
6506,Штукатур,от 95000 руб.,"['малярные работы', 'штукатурные работы', 'плиточные работы']",Без тега,Жилкомсервис № 2 Красногвардейского района,['Ладожская'],"Ладожская,г Санкт-Петербург, пр-кт Ударников, д 39 к 1",Санкт-Петербург,,,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/52775137/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,95000,
6507,Бизнес-ассистент,по договоренности,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СЕМЧЕНКО ЮЛИЯ ВЛАДИМИРОВНА,['Звездная'],"Звездная,г Санкт-Петербург, 5-й Предпортовый проезд, д 26 литера Е",Санкт-Петербург,Директор,Бизнес-партнер,от 3 лет,высшее,https://spb.rabota.ru/vacancy/52393374/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6509,Помощник флориста,45000— 60000 руб.,['Работа Цветами'],Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КОЗЛОВА ОЛЬГА АНАТОЛЬЕВНА,['Ломоносовская'],"Ломоносовская,г Санкт-Петербург, ул Народная, д 8 литера Б",Санкт-Петербург,,,от 1 года,любое,https://spb.rabota.ru/vacancy/52115726/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,60000
6511,Ведущий менеджер по продажам (B2B),от 100000 руб.,"['проведение презентаций', '""холодные"" звонки', 'активные продажи', 'выполнение плана продаж', 'b2b продажи']",Без тега,"ООО ""ВЕРВЕКС ЭНЕРДЖИ""",['Ладожская'],"Ладожская,г Санкт-Петербург, ул Зольная, д 15",Санкт-Петербург,Ведущий менеджер,Главный менеджер по продажам,от 1 года,любое,https://spb.rabota.ru/vacancy/52109041/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
6512,Менеджер по продажам (подработка),25000— 35000 руб.,"['грамотная речь', 'общение с клиентами', 'прямые продажи']",['Студентам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СМИРНОВА ОЛЬГА ЮРЬЕВНА,['Василеостровская'],"Василеостровская,г Санкт-Петербург, пр-кт Средний В.О., д 16",Санкт-Петербург,Работа в торговле,Менеджер по продажам,без опыта,любое,https://spb.rabota.ru/vacancy/52108797/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,25000,35000
6513,"Менеджер по продажам химических реактивов, лабораторного оборудования и посуды",от 91600 руб.,"['ведение переговоров', 'ведение деловой переписки', 'выполнение плана продаж', 'управление продажами']",Без тега,"ООО ""НЕВАРЕАКТИВ""",['Ладожская'],"Ладожская,г Санкт-Петербург",Санкт-Петербург,Работа в торговле,Менеджер по продажам,до года,среднее профессиональное,https://spb.rabota.ru/vacancy/51921313/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,91600,
6514,Администратор медицинского центра,от 60000 руб.,нет,Без тега,ООО Глоумед,['Чкаловская'],"Чкаловская,г Санкт-Петербург, ул Большая Зеленина, д 34",Санкт-Петербург,Администратор,Администратор на ресепшн,от 3 лет,любое,https://spb.rabota.ru/vacancy/51279612/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
6516,Слесарь по ремонту спецтехники,100000— 170000 руб.,"['слесарный ремонт', 'сборочные работы', 'умение работать с технической документацией', 'Диагностика гидро систем', 'Диагностика топливной']",Без тега,"ООО ""РС ТРАК СЕРВИС""",['Улица Дыбенко'],"Улица Дыбенко,Ленинградская обл, Всеволожский р-н, деревня Новосергиевка, тер Промышленно-складская зона Новосергиевка",Санкт-Петербург,Слесарь,Слесарь-ремонтник,от 3 лет,любое,https://spb.rabota.ru/vacancy/50588033/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,170000
6517,Продавец-консультант,50000— 65000 руб.,"['1С', 'активные продажи', 'умение продавать', 'прием товар']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТОКАРЬ ЕЛИЗАВЕТА СЕРГЕЕВНА,"['Проспект Просвещения,', 'Озерки']","Проспект Просвещения, Озерки,г Санкт-Петербург, пр-кт Луначарского, д 62 к 1",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50560587/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,65000
6518,Обмотчик электрических двигателей,50000— 70000 руб.,['обмотчик'],"['Пенсионерам', 'Студентам']","ООО ""РЕМЭЛМОТ""","['Технологический институт,', 'Технологический институт']","Технологический институт, Технологический институт,г Санкт-Петербург, наб Обводного канала, д 134",Санкт-Петербург,Работа на производстве,Обмотчик,без опыта,любое,https://spb.rabota.ru/vacancy/50497470/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,70000
6519,Сборщик,45000— 65000 руб.,нет,['Студентам'],"ООО ""ВЕЛЕС""",['Звездная'],"Звездная,г Санкт-Петербург, Дунайский пр-кт, д 14 к 1",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/50484253/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,45000,65000
6520,Менеджер по продажам,70000— 200000 руб.,"['общение с клиентами', 'активные продажи', 'выполнение плана продаж', 'подготовка коммерческих предложений', 'увеличение объемов продаж', 'ведение заказов', 'сопровождение сделки', 'поддержание клиентской базы', 'продажи продукта / услуги', 'работа с возражениями', 'b2b продажи']",Без тега,Кафельбург,['Елизаровская'],"Елизаровская,г Санкт-Петербург, пр-кт Обуховской Обороны, д 89 литера Б",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 1 года,любое,https://spb.rabota.ru/vacancy/50483731/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,200000
6521,Специалист выездного канала,70000— 110000 руб.,"['ответственность', 'коммуникабельность', 'обучаемость', 'MS Office Word']","['Пенсионерам', 'Студентам']",ИП Галиакберова Ляйсан Рафаиловна,['Ленинский проспект'],"Ленинский проспект,г Санкт-Петербург, Ленинский пр-кт, д 130/6",Санкт-Петербург,,,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/50475433/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,110000
6522,Токарь станка с ЧПУ,120000— 150000 руб.,"['чтение чертежей', 'работа на станках с ЧПУ', 'работа на токарных станках', 'обработка деталей', 'изготовление деталей по чертежам']",['Пенсионерам'],"ООО ""АРММАРИН""",['Улица Дыбенко'],"Улица Дыбенко,г Санкт-Петербург",Санкт-Петербург,Оператор,Оператор станка,от 10 лет,любое,https://spb.rabota.ru/vacancy/50463576/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,120000,150000
6524,Медицинская сестра,60000— 80000 руб.,"['действующий сертификат по специальности ""Сестринское дело""', 'ведение медицинской документации', 'в/в инъекции', 'забор крови', 'действующий сертификат по специальности ""Сестринское дело в педиатрии""', 'санэпидрежим', 'в/м инъекции', 'взятие венозной крови', 'взятие мазков', 'постановка капельниц', 'снятие ЭКГ', 'внутримышечные инъекции']","['Пенсионерам', 'Людям с инвалидностью']","ООО ""ДЖИПСИ""","['Озерки,', 'Удельная']","Озерки, Удельная,г Санкт-Петербург, Новоколомяжский пр-кт, д 11 литера А",Санкт-Петербург,Работа в сфере медицины,,от 3 лет,среднее профессиональное,https://spb.rabota.ru/vacancy/50431307/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,80000
6525,Фармацевт-провизор,60000— 90000 руб.,"['действующий сертификат специалиста', 'отпуск лекарственных средств', 'фармацевтический порядок']","['Пенсионерам', 'Студентам']",ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ХРОБОСТОВА ЭЛЛА НИКОЛАЕВНА,['Электросила'],"Электросила,г Санкт-Петербург",Санкт-Петербург,Работа в сфере фармакологии,Провизор,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/50389709/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,90000
6526,Менеджер по продажам интернет-магазина,50000— 60000 руб.,"['обучаемость', 'проведение презентаций', 'поиск и привлечение клиентов', 'развитие клиентской базы', 'общение с клиентами', '1С', 'ведение клиентской базы', 'активные продажи', 'подготовка коммерческих предложений', 'увеличение объемов продаж', 'ведение заказов', 'планирование продаж', 'сопровождение сделки']",Без тега,ООО Ленпродопт,"['Московские ворота,', 'Электросила,', 'Волковская,', 'Бухарестская']","Московские ворота, Электросила, Волковская, Бухарестская,г Санкт-Петербург, ул Кондратенко, д 3",Санкт-Петербург,Менеджер магазина,Менеджер интернет-магазина,без опыта,любое,https://spb.rabota.ru/vacancy/50387676/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,60000
6527,Продавец-консультант,от 50000 руб.,"['ответственность', 'активные продажи', 'умение продавать']","['Пенсионерам', 'Студентам']",Индивидуальный предприниматель БОГДАНОВА ТАТЬЯНА АНАТОЛЬЕВНА,['Ладожская'],"Ладожская,г Санкт-Петербург, Заневский пр-кт, д 67 к 2",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50386685/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,
6528,Продавец кассир в пекарню,55000— 105000 руб.,"['стрессоустойчивость', 'доброжелательность', 'работа на кассе', 'обслуживание покупателей', 'умение продавать']","['Пенсионерам', 'Студентам']",ШАЙКЕВИЧ МИХАИЛ БОРИСОВИЧ,"['Московские ворота,', 'Электросила']","Московские ворота, Электросила,г Санкт-Петербург, Московский пр-кт, д 128/27",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50370509/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,55000,105000
6529,Менеджер по продажам,103900 руб.,"['1С', 'продажи', 'CRM-система', 'деловая переписка']",Без тега,"ООО ""ЭЛКОН СПБ""",['Электросила'],"Электросила,г Санкт-Петербург, ул Севастьянова, д 3",Санкт-Петербург,Работа в торговле,Менеджер по продажам,от 1 года,высшее,https://spb.rabota.ru/vacancy/50357112/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,103900,
6531,Бариста в пекарню,42500— 58000 руб.,"['доброжелательность', 'прием заказов', 'обслуживание гостей', 'приготовление напитков', 'консультирование гостей', 'приготовление кофе', 'поддержание чистоты в зале']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СОЛОБОЕВ СЕРГЕЙ ЮРЬЕВИЧ,['Звездная'],"Звездная,г Санкт-Петербург, Дунайский пр-кт, д 14 к 1",Санкт-Петербург,Работа в ресторанах,Бариста,без опыта,любое,https://spb.rabota.ru/vacancy/50310207/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,42500,58000
6532,Конструктор КМ,120000— 150000 руб.,"['ответственность', 'MS Office  Excel', 'MS Office Word', 'чтение чертежей', 'AutoCAD', 'LIRA']","['Пенсионерам', 'Людям с инвалидностью']","ООО ""Я ЭКСПЕРТ""",['Лиговский проспект'],"Лиговский проспект,г Санкт-Петербург, ул Социалистическая, д 21",Санкт-Петербург,,,от 3 лет,высшее,https://spb.rabota.ru/vacancy/50290287/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,120000,150000
6533,"Врач подолог, специалист по парамедицинскому педикюру",50000— 100000 руб.,нет,Без тега,Центр проблемной стопы Podospecific,"['Площадь Мужества,', 'Лесная,', 'Удельная,', 'Пионерская,', 'Черная речка']","Площадь Мужества, Лесная, Удельная, Пионерская, Черная речка,г Санкт-Петербург, пр-кт Энгельса, д 16",Санкт-Петербург,Работа в сфере медицины,Врач,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/50288484/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,100000
6534,"Водитель-экспедитор категории C,B",90000— 100000 руб.,"['пунктуальность', 'устройство автомобилей', 'техническое обслуживание автомобилей', 'правила дорожного движения', 'перевозка грузов', 'перевозка пассажиров', 'работа с сопроводительной документацией', 'экспедирование', 'спокойный стиль вождения', 'содержание автомобиля в чистоте', 'сопровождение груза', 'сдача груза']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ГОБЕДЖИШВИЛИ РУСЛАН ЗУРАБОВИЧ,['Волковская'],"Волковская,г Санкт-Петербург, ул Салова, д 23",Санкт-Петербург,Экспедитор,Водитель-экспедитор,от 1 года,любое,https://spb.rabota.ru/vacancy/50278500/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,100000
6535,Официант,по договоренности,"['ответственность', 'стрессоустойчивость', 'обучаемость', 'общение с клиентами', 'кассовая дисциплина', 'консультирование посетителей', 'встреча гостей']",Без тега,ООО Гарбар Гурмэ,['Невский проспект'],"Невский проспект,г Санкт-Петербург, ул Итальянская, д 5",Санкт-Петербург,Работа в ресторанах,Официант,от 1 года,любое,https://spb.rabota.ru/vacancy/50250733/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6536,Менеджер в пункт выдачи Ozon,38000— 50000 руб.,"['ответственность', 'пунктуальность', 'стрессоустойчивость', 'грамотная речь', 'консультирование']","['Пенсионерам', 'Студентам']",ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТУМАНОВА ЮЛИЯ ВИКТОРОВНА,"['Площадь Мужества,', 'Лесная']","Площадь Мужества, Лесная,г Санкт-Петербург, Кушелевская дорога, д 3 к 1",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/50217072/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,38000,50000
6537,Менеджер по работе с маркетплейсами,от 80000 руб.,нет,Без тега,"ООО ""ФИИНН-КАЛИНИНГРАД""",['Приморская'],"Приморская,г Санкт-Петербург, ул Железноводская, д 3а",Санкт-Петербург,,,до года,любое,https://spb.rabota.ru/vacancy/50216856/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
6538,Продавец-кассир в магазин секондхенд,по договоренности,нет,Без тега,ИП Симонов Дмитрий Евгеньевич,['Ленинский проспект'],"Ленинский проспект,г Санкт-Петербург, Ленинский пр-кт, д 119 литера Б",Санкт-Петербург,Работа в торговле,Продавец,от 1 года,любое,https://spb.rabota.ru/vacancy/50214207/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
6539,Тренер (шахматы),от 60000 руб.,"['детская психология', 'педагогическая психология', 'Индивидуальное обучение', 'шахматы']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ГОНЧАРОВ ИГОРЬ ИГОРЕВИЧ,['Старая Деревня'],"Старая Деревня,г Санкт-Петербург, Торфяная дорога, д 7 литера В",Санкт-Петербург,Работа в сфере красоты,Тренер,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/50209451/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
6540,Механик по ремонту оборудования (средств малой механизации),от 80000 руб.,"['ремонт оборудования', 'обслуживание оборудования']",Без тега,"ООО ""СИСТЕМНЫЙ СПЕЦИАЛИСТ СЕВЕРО-ЗАПАД""",['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/50206680/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
6541,Продавец-кассир,65000— 70000 руб.,"['чистоплотность', 'работа на кассе', 'продажи', 'обслуживание покупателей', 'контроль качества продуктов']","['Пенсионерам', 'Студентам']",ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КУЧЕРЕНКО НАДЕЖДА ЛЕОНИДОВНА,['Купчино'],"Купчино,г Санкт-Петербург, Балканская пл, д 5 литера АВ",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50187957/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,65000,70000
6542,Продавец продовольственных товаров,от 80000 руб.,"['ответственность', 'консультирование покупателей']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КАПЛАНОВА ВИКТОРИЯ ИГОРЕВНА,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, ул Камышовая, д 38 к 1",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50183240/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
6543,Менеджер по продажам,от 80000 руб.,нет,['Студентам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ВАСИЛЬЕВА НАТАЛЬЯ ИГОРЕВНА,['Гражданский проспект'],"Гражданский проспект,г Санкт-Петербург, ул Киришская, д 2 литера А",Санкт-Петербург,Работа в торговле,Менеджер по продажам,без опыта,любое,https://spb.rabota.ru/vacancy/50133095/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
