,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
5340,Оператор колл-центра / Диспетчер по приёму обращений от населения в сфере ЖКХ,50000— 65000 руб.,"['грамотность', 'грамотная речь', 'обучаемость', 'уверенный пользователь ПК', 'консультирование пользователей', 'Работа в команде']","['Вакансия недели', 'Быстрый отклик']",Магистральные Сети Связи,['Звездная'],"Звездная,г Санкт-Петербург, ул Звёздная, д 1",Санкт-Петербург,Работа в офисе,Диспетчер,без опыта,среднее,https://spb.rabota.ru/vacancy/54256935/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,65000
5341,Оператор call-центра,75000— 90000 руб.,"['обучаемость', 'общение с клиентами', 'исходящие звонки', 'общение по телефону']","['Вакансия недели', 'Студентам']",Глеавто,"['Московская,', 'Звездная,', 'Купчино,', 'Дунайская']","Московская, Звездная, Купчино, Дунайская,г Санкт-Петербург, Московское шоссе, д 25 к 1",Санкт-Петербург,Консультант,,без опыта,любое,https://spb.rabota.ru/vacancy/54254952/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,75000,90000
5342,Специалист по работе со входящими клиентами (автосалон),от 100000 руб.,"['стрессоустойчивость', 'грамотная речь', 'консультирование клиентов', 'телефонные переговоры', 'продажи', 'исходящие звонки', 'консультированиe клиентов', 'общение по телефону']","['Вакансия недели', 'Студентам']",Глеавто,['Звездная'],"Звездная,г Санкт-Петербург",Санкт-Петербург,,,от 1 года,любое,https://spb.rabota.ru/vacancy/54254932/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
5345,Продавец-консультант (Варшавская 23к4),53000— 62000 руб.,"['ответственность', 'пунктуальность', 'умение работать в команде', 'доброжелательность', 'вежливость', 'общение с клиентами', 'работа в торговом зале', 'консультирование', 'консультирование покупателей']",Без тега,"ООО ""ВОТОНЯ""","['Парк Победы,', 'Московская']","Парк Победы, Московская,г Санкт-Петербург, ул Варшавская, д 23 к 4",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/54254307/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,53000,62000
5346,Инструктор ЛФК,от 100000 руб.,"['ЛФК', 'АФК']","['Вакансия недели', 'Пенсионерам', 'Студентам']","ООО ""Опека-МСК""",['Черная речка'],"Черная речка,г Санкт-Петербург, Приморский пр-кт, д 35а литера А",Санкт-Петербург,Работа в сфере красоты,Инструктор,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/54254216/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,
5347,Врач-терапевт,от 144000 руб.,"['ведение медицинской документации', 'лечение пациентов', 'диагностика заболеваний', 'действующий сертификат', 'осмотр пациентов']",Без тега,"ООО ""Опека-МСК""",['Площадь Ленина'],"Площадь Ленина,г Санкт-Петербург, ул Комиссара Смирнова, д 4а",Санкт-Петербург,,,от 3 лет,высшее,https://spb.rabota.ru/vacancy/54254185/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,144000,
5348,Сортировщик мусора на завод,от 82000 руб.,"['ответственность', 'стрессоустойчивость', 'фасовка продукции']","['Вакансия недели', 'Студентам']",Кадровое агентство от Работа.ру,['Обухово'],"Обухово,г Санкт-Петербург, Грузовой проезд, д 12 к 1",Санкт-Петербург,Работа на складах,Фасовщик,без опыта,любое,https://spb.rabota.ru/vacancy/54253601/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,82000,
5350,Менеджер по работе с клиентами,80000— 90000 руб.,"['пунктуальность', 'стрессоустойчивость', 'грамотная речь', 'клиентоориентированность', 'обучаемость', 'ведение клиентской базы', 'телефонные переговоры', 'подготовка коммерческих предложений', 'ведение заказов', '1С:Торговля и Склад', 'исходящие звонки', 'Работа в команде']",Без тега,Ортос СПб,['Проспект Большевиков'],"Проспект Большевиков,г Санкт-Петербург, ул Чудновского, д 19 литера А",Санкт-Петербург,Менеджер по работе с клиентами,,от 1 года,высшее,https://spb.rabota.ru/vacancy/48506825/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,90000
5354,"Продавец-кассир (Николая Рубцова ул, д.13)",до 67267 руб.,"['доброжелательность', 'выкладка товара', 'мерчендайзинг', '1С', 'прием товара', 'кассовая документация', 'прием товар', 'без опыта']","['Пенсионерам', 'Студентам']","ДИКСИ Юг, АО",['Парнас'],"Парнас,г Санкт-Петербург, поселок Парголово, ул Николая Рубцова, д 13",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50387647/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,67267
5355,"Продавец-кассир (Суздальское ш, д.18)",до 67074 руб.,"['доброжелательность', 'выкладка товара', 'мерчендайзинг', '1С', 'прием товара', 'кассовая документация', 'прием товар', 'без опыта']","['Пенсионерам', 'Студентам']","ДИКСИ Юг, АО","['Парнас,', 'Проспект Просвещения,', 'Озерки']","Парнас, Проспект Просвещения, Озерки,г Санкт-Петербург, Суздальское шоссе, д 18 к 3 стр 1",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50411375/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,67074
5356,"Продавец-кассир (Ланское ш, д.27)",до 56755 руб.,"['доброжелательность', 'выкладка товара', 'мерчендайзинг', '1С', 'прием товара', 'кассовая документация', 'прием товар', 'без опыта']","['Пенсионерам', 'Студентам']","ДИКСИ Юг, АО",['Черная речка'],"Черная речка,г Санкт-Петербург, Ланское шоссе, д 27",Санкт-Петербург,Работа в торговле,Продавец,без опыта,любое,https://spb.rabota.ru/vacancy/50373078/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,56755
5357,Грузчик на склад сырья,от 69000 руб.,"['погрузочно-разгрузочные работы', 'работа склада', 'отгрузка товара', 'Грузчик']",Без тега,"КАРАВАЙ, группа компаний",['Кировский завод'],"Кировский завод,г Санкт-Петербург, пр-кт Стачек, д 39",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/47948793/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,69000,
5359,Помощник повара,от 70000 руб.,"['приготовление блюд', 'составление меню', 'контроль качества продуктов', 'поддержание чистоты', 'организация рабочего процесса', 'соблюдение санитарных норм', 'работа с кухонным оборудованием']",Без тега,"JCat, сервис размещения объявлений",['Рыбацкое'],"Рыбацкое,Санкт-Петербург, На Петро-Славянку дорога, 2В",Санкт-Петербург,Работа в ресторанах,Повар,без опыта,среднее,https://spb.rabota.ru/vacancy/54256659/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,
5361,Менеджер по подбору персонала удаленно,30000— 100000 руб.,нет,Без тега,Jobers,['Зенит'],"Зенит,г Санкт-Петербург, Рюхина улица, 9",Санкт-Петербург,Работа в сфере HR,Менеджер по персоналу,без опыта,любое,https://spb.rabota.ru/vacancy/54256559/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,30000,100000
5362,Учитель математики,от 70000 руб.,['преподавание математики'],['Людям с инвалидностью'],"""Умный малыш""",['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, Комендантский пр-кт, д 11 литера Б",Санкт-Петербург,Работа в сфере образования,Преподаватель,от 3 лет,высшее,https://spb.rabota.ru/vacancy/54256541/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,
5364,Электрик,от 95000 руб.,нет,Без тега,"JCat, сервис размещения объявлений",['Елизаровская'],"Елизаровская,Санкт-Петербург, Ольги Берггольц улица, 42",Санкт-Петербург,Работа в строительстве,,от 1 года,среднее,https://spb.rabota.ru/vacancy/54256487/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,95000,
5365,Ведущий менеджер по продажам/ Кондитерское направление,по договоренности,"['ведение переговоров', 'ведение клиентской базы', 'активные продажи', 'выполнение плана продаж']",Без тега,"ООО ""А-Соль""","['Лесная,', 'Петроградская']","Лесная, Петроградская,г Санкт-Петербург, Аптекарская наб, д 20 литера А",Санкт-Петербург,Ведущий менеджер,Главный менеджер по продажам,от 3 лет,высшее,https://spb.rabota.ru/vacancy/54256479/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
5366,Инженер-технолог очистных сооружений,по договоренности,нет,Без тега,"ООО ""А-Соль""","['Лесная,', 'Петроградская']","Лесная, Петроградская,г Санкт-Петербург, Аптекарская наб, д 20 литера А",Санкт-Петербург,Работа на производстве,Технолог,от 3 лет,высшее,https://spb.rabota.ru/vacancy/54256475/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,
5369,Менеджер по обработке текстовых заказов ( удалённо ),50000— 80000 руб.,"['ответственность', 'коммуникабельность', 'грамотность', 'обучаемость', 'уверенный пользователь ПК', 'ведение деловой переписки', 'консультирование клиентов', 'общение с клиентами', 'ведение клиентской базы', 'высокая скорость печати', 'CRM-система', 'консультирование', 'пользователь ПК', 'удаленная работа', 'клиентский сервис', 'маркетплейсы', 'работа в чате', 'без звонков']","['Быстрый отклик', 'Пенсионерам', 'Студентам', 'Людям с инвалидностью']",Свидлов Алексей Александрович,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург",Санкт-Петербург,Менеджер по работе с клиентами,Менеджер по заказам,без опыта,любое,https://spb.rabota.ru/vacancy/54256153/?search_id=17755186292718zqfr2imu88&methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,50000,80000
5370,Оператор контактного центра (удалённо),от 60000 руб.,нет,Без тега,МТС,['Адмиралтейская'],"Адмиралтейская,Санкт-Петербург",Санкт-Петербург,Консультант,Оператор call-центра,без опыта,среднее,https://spb.rabota.ru/vacancy/54253554/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
5371,Водитель на служебный автомобиль,от 80000 руб.,"['стаж вождения от 3 лет', 'GPS-навигатор', 'правила дорожного движения', 'перевозка пассажиров', 'спокойный стиль вождения']","['Пенсионерам', 'Студентам']",Хорошей дороги,['Площадь Восстания'],"Площадь Восстания,г Санкт-Петербург, Лиговский пр-кт, д 50д к 2",Санкт-Петербург,Работа на транспорте,Водитель,без опыта,среднее,https://spb.rabota.ru/vacancy/54251490/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
5375,Ассистент врача стоматолога,от 80000 руб.,"['ответственность', 'обучаемость', 'работа ""в 4 руки""', 'стоматологические материалы', 'выполнение рентгеновских снимков', 'действующий сертификат по специальности ""Сестринское дело""', 'подготовка кабинета к приему', 'ассистирование врачу', 'ведение медицинской документации', 'выполнение медицинских манипуляций']",['Студентам'],Семейная стоматология,['Комендантский проспект'],"Комендантский проспект,г Санкт-Петербург, Комендантская пл, д 8 литера А",Санкт-Петербург,Работа в сфере медицины,Медицинская сестра,без опыта,среднее профессиональное,https://spb.rabota.ru/vacancy/53856794/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
5376,Специалист по работе с клиентами МТС (удалённо),61000— 117000 руб.,нет,Без тега,МТС,['Купчино'],"Купчино,Санкт-Петербург",Санкт-Петербург,,,без опыта,среднее,https://spb.rabota.ru/vacancy/53720062/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,61000,117000
5377,Кладовщик-комплектовщик,90000 руб.,нет,Без тега,"ООО ""Интекс""","['Балтийская,', 'Московские ворота']","Балтийская, Московские ворота,г Санкт-Петербург, Митрофаньевское шоссе, д 29 литера Б",Санкт-Петербург,Работа на складах,Комплектовщик,без опыта,любое,https://spb.rabota.ru/vacancy/50630201/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,90000,
5378,Грузчик на склад сырья,от 68000 руб.,"['погрузочно-разгрузочные работы', 'Грузчик']",Без тега,"КАРАВАЙ, группа компаний",['Кировский завод'],"Кировский завод,г Санкт-Петербург, пр-кт Стачек, д 39",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/50494657/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,68000,
5379,Оператор линии,79000— 90000 руб.,"['выпечка', 'замес теста']",Без тега,"КАРАВАЙ, группа компаний",['Площадь Александра Невского'],"Площадь Александра Невского,г Санкт-Петербург, ул Херсонская, д 22",Санкт-Петербург,,,без опыта,любое,https://spb.rabota.ru/vacancy/50130641/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,79000,90000
5380,Продавец-кассир в кондитерский магазин,60000 руб.,нет,"['Быстрый отклик', 'Пенсионерам']","""Фирменный кондитерский магазин""","['Звездная,', 'Купчино']","Звездная, Купчино,г Санкт-Петербург, ул Шереметьевская, д 11",Санкт-Петербург,Работа в торговле,Продавец,от 1 года,любое,https://spb.rabota.ru/vacancy/53688400/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,60000,
5381,Повар в мясной цех,от 70000 руб.,нет,['Быстрый отклик'],"""Ресторан Москва"" ООО","['Площадь Александра Невского,', 'Площадь Александра Невского']","Площадь Александра Невского, Площадь Александра Невского,г Санкт-Петербург, пл Александра Невского, д 2",Санкт-Петербург,Работа в ресторанах,Повар,от 1 года,среднее профессиональное,https://spb.rabota.ru/vacancy/37873620/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,70000,
5382,Курьер,до 214320 руб.,['доброжелательность'],['Студентам'],Самокат,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в сфере доставки,Курьер,без опыта,любое,https://spb.rabota.ru/vacancy/53800301/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,214320
5383,Пеший курьер,до 214320 руб.,['доброжелательность'],['Студентам'],Самокат,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в сфере доставки,Курьер,без опыта,любое,https://spb.rabota.ru/vacancy/53785855/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,214320
5384,Кладовщик,до 56000 руб.,нет,Без тега,jobcart,['Приморская'],"Приморская,г Санкт-Петербург, ул Уральская, д 19 к 9 литера Ж",Санкт-Петербург,Работа на складах,Кладовщик,от 1 года,любое,https://spb.rabota.ru/vacancy/54244832/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,,56000
5385,Слесарь-сантехник,80000 руб.,нет,Без тега,jobcart,['Нарвская'],"Нарвская,г Санкт-Петербург, Старо-Петергофский пр-кт, д 40 литера А",Санкт-Петербург,Работа в строительстве,Сантехник,от 1 года,любое,https://spb.rabota.ru/vacancy/54242553/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,
5387,Главный инженер по эксплуатации,130000— 195000 руб.,"['работа с технической документацией', 'руководство коллективом', 'планирование', 'работа с подрядными организациями', 'работа с проектно-сметной документацией', 'эксплуатация инженерных систем', 'работа с надзорными организациями']",Без тега,Жилкомсервис № 2 Красногвардейского района,['Ладожская'],"Ладожская,г Санкт-Петербург, пр-кт Ударников, д 39 к 1",Санкт-Петербург,Сервисный инженер,Инженер по эксплуатации,от 3 лет,высшее,https://spb.rabota.ru/vacancy/54256139/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,130000,195000
5388,Врач-нейрохирург,100000— 300000 руб.,нет,Без тега,Jobers,['Маяковская'],"Маяковская,г Санкт-Петербург, Литейный проспект, 52",Санкт-Петербург,Работа в сфере медицины,Врач,от 5 лет,высшее,https://spb.rabota.ru/vacancy/54253674/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,100000,300000
5389,Помощник менеджера по продажам,80000— 108000 руб.,нет,Без тега,"JCat, сервис размещения объявлений",['Электросила'],"Электросила,Санкт-Петербург, Московский проспект, 129 литера Т",Санкт-Петербург,Работа в торговле,Менеджер по продажам,без опыта,среднее,https://spb.rabota.ru/vacancy/54247003/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,80000,108000
5391,"Водитель категории С, Е (контейнеровоз)",от 150000 руб.,"['правила дорожного движения', 'перевозка грузов', 'работа с сопроводительной документацией']",['Быстрый отклик'],ООО Транспортно-Логистический Центр,['Рыбацкое'],"Рыбацкое,г Санкт-Петербург, поселок Металлострой",Санкт-Петербург,Работа на транспорте,Водитель,от 3 лет,среднее,https://spb.rabota.ru/vacancy/54243979/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,150000,
5392,Уборщик в аэропорт,от 72000 руб.,['грамотная речь'],Без тега,Медиапартнерс,['Адмиралтейская'],"Адмиралтейская,г Санкт-Петербург",Санкт-Петербург,Работа в сфере бытовых услуг,Уборщица,без опыта,среднее,https://spb.rabota.ru/vacancy/54243158/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5,72000,
