id,Название вакансии,Минимальная зарплата,Максимальная зарплата,Валюта,Категория,Детальные категории,Город,Метро,Линия метро,Цвет линии метро,Адрес,Id компании,Кол-во персонала в компании,Кол-во размещенных вакансий,Название компании,Опыт,График работы,Образование,Широта,Долгота,ссылка,Средняя зарплата
50567278,Пекарь,75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Ветеранов, 110",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,59.832722,30.202097,https://spb.superjob.ru/vakansii/pekar-50567278.html,86200.0
50619639,Пекарь,75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Парголово, Тихоокеанская, 1",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,60.074535,30.240841,https://spb.superjob.ru/vakansii/pekar-50619639.html,86200.0
50978558,"Пекарь (Санкт-Петербург, Оптиков, 46)",75600,96800,rub,"['Медицина, фармацевтика, ветеринария', 'Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Медицинское оборудование', 'Товары медицинского назначения', 'Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-50978558.html,86200.0
51672784,Начальник смены ЦТАИ (ТЭЦ-7),110577,110577,rub,"['Промышленность, производство']","['Полиграфическое производство', 'Автомобильная промышленность', 'Металлургия', 'Пищевая промышленность', 'Производство товаров народного потребления']",Санкт-Петербург,"['Приморская', 'Василеостровская', 'Горный институт']","['Невско-Василеостровская', 'Невско-Василеостровская', 'Правобережная']","['green', 'green', 'yellow']","Санкт-Петербург, Кожевенная линия, 33",289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,59.923779,30.245953,https://spb.superjob.ru/vakansii/nachalnik-smeny-ctai-51672784.html,110577.0
51672843,Лаборант химического анализа/Аппаратчик ХВО (ТЭЦ-7 / ТЭЦ-21),52200,68730,rub,"['Промышленность, производство']",['Химическая промышленность'],Санкт-Петербург,"['Гражданский Проспект', 'Девяткино', 'Проспект Просвещения', 'Приморская', 'Василеостровская', 'Горный институт']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Московско-Петроградская', 'Невско-Василеостровская', 'Невско-Василеостровская', 'Правобережная']","['red', 'red', 'blue', 'green', 'green', 'yellow']",Санкт-Петербург,289082,более 5000,60.0,Территориальная генерирующая компания №1,Без опыта,Полный рабочий день,Не имеет значения,59.938782,30.315001,https://spb.superjob.ru/vakansii/laborant-himicheskogo-analiza-51672843.html,60465.0
51672925,Электрослесарь по ремонту и обслуживанию автоматики и средств измерений электростанций (ТЭЦ-21),68730,68730,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание']","['Энергетика', 'Автосервис']",Санкт-Петербург,"['Гражданский Проспект', 'Девяткино', 'Проспект Просвещения']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Московско-Петроградская']","['red', 'red', 'blue']",деревня Новое Девяткино,289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,60.05732,30.47637,https://spb.superjob.ru/vakansii/elektroslesar-po-remontu-i-obsluzhivaniyu-avtomatiki-i-sredstv-izmerenij-elektrostancij-51672925.html,68730.0
51672942,Инженер РЗА (ТЭЦ-21),67251,67251,rub,"['Промышленность, производство']",['Радиотехническая и электронная промышленность'],Санкт-Петербург,"['Гражданский Проспект', 'Девяткино', 'Проспект Просвещения']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Московско-Петроградская']","['red', 'red', 'blue']",деревня Новое Девяткино,289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,60.05732,30.47637,https://spb.superjob.ru/vakansii/inzhener-rza-51672942.html,67251.0
51673022,Техник (ТЭЦ-7),57530,57530,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Санкт-Петербург,"['Приморская', 'Василеостровская', 'Горный институт']","['Невско-Василеостровская', 'Невско-Василеостровская', 'Правобережная']","['green', 'green', 'yellow']","Санкт-Петербург, Кожевенная линия, 33",289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,59.923779,30.245953,https://spb.superjob.ru/vakansii/tehnik-51673022.html,57530.0
51673105,Главный специалист отдела РЗА центральной электротехнической службы,111000,111000,rub,"['Промышленность, производство', 'Строительство, проектирование, недвижимость']","['Атомная энергетика', 'Слаботочные системы и сети']",Санкт-Петербург,['Спортивная'],['Фрунзенско-Приморская'],['violet'],"Санкт-Петербург, проспект Добролюбова, 16к2",289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,59.950188,30.294928,https://spb.superjob.ru/vakansii/glavnyj-specialist-otdela-rza-centralnoj-elektrotehnicheskoj-sluzhby-51673105.html,111000.0
51745267,"Пекарь (Санкт-Петербург, Кондратьевский, 62)",75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-51745267.html,86200.0
51766513,"Пекарь (Санкт-Петербург, Нарвский, 22)",83200,106400,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-51766513.html,94800.0
51792231,Менеджер по продажам на мебельное производство,100000,250000,rub,"['Промышленность, производство', 'Продажи']","['Пищевая промышленность', 'Производство стройматериалов', 'Текстиль, одежда, обувь', 'Товары народного потребления', 'Услуги для бизнеса']",Санкт-Петербург,[],[],[],"г Санкт-Петербург, ул Уральская, д 13 литера Е",3797376,менее 50,337.0,JOBCART.RU,От 3 лет,Полный рабочий день,Не имеет значения,59.954292,30.262409,https://spb.superjob.ru/vakansii/menedzher-po-prodazham-na-mebelnoe-proizvodstvo-51792231.html,175000.0
51799894,"Пекарь (Санкт-Петербург, Октябрьская, 44)",75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-51799894.html,86200.0
51799900,"Пекарь (Санкт-Петербург, Малодетскосельский, 25/12)",83200,106400,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-51799900.html,94800.0
51840971,"Пекарь (Санкт-Петербург, Металлистов, 77)",75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/pekar-51840971.html,86200.0
51843433,Повар-универсал,77000,93000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Санкт-Петербург,[],[],[],"г Санкт-Петербург, ул Ивана Зубкова",3797376,менее 50,337.0,JOBCART.RU,От 1 года,Полный рабочий день,Не имеет значения,59.867172,30.253866,https://spb.superjob.ru/vakansii/povar-universal-51843433.html,85000.0
51782877,Продавец в зону готовой еды,63200,90500,rub,"['Строительство, проектирование, недвижимость', 'Промышленность, производство', 'Топ-персонал']","['Управление недвижимостью', 'Пищевая промышленность', 'Промышленность, производство, сельское хозяйство']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Рыбацкий проспект, 17к1",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,59.841869,30.496061,https://spb.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51782877.html,76850.0
51846066,Продавец в зону готовой еды,63200,89300,rub,"['Промышленность, производство']",['Пищевая промышленность'],Санкт-Петербург,[],[],[],"Санкт-Петербург, проспект Луначарского, 11к1",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,60.042877,30.329245,https://spb.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51846066.html,76250.0
51668297,"Плотник (ТЭЦ-21, ЦТЭЦ)",54000,65300,rub,"['Строительство, проектирование, недвижимость', 'Промышленность, производство', 'Рабочий персонал']","['Строительно-монтажные работы', 'Мебельное производство', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,"['Технологический институт 1', 'Площадь Восстания', 'Гражданский Проспект', 'Девяткино', 'Фрунзенская', 'Технологический институт 2', 'Проспект Просвещения', 'Площадь Александра Невского 1', 'Площадь Александра Невского 2']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Кировско-Выборгская', 'Кировско-Выборгская', 'Московско-Петроградская', 'Московско-Петроградская', 'Московско-Петроградская', 'Невско-Василеостровская', 'Правобережная']","['red', 'red', 'red', 'red', 'blue', 'blue', 'blue', 'green', 'yellow']",Санкт-Петербург,289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,59.938786,30.314997,https://spb.superjob.ru/vakansii/plotnik-51668297.html,59650.0
51673064,Начальник лаборатории АСУ (ТЭЦ-21),89400,89400,rub,"['Промышленность, производство', 'Топ-персонал']","['Контроль качества, сертификация, экспертиза', 'Строительство, проектирование, недвижимость', 'Промышленность, производство, сельское хозяйство']",Санкт-Петербург,"['Гражданский Проспект', 'Девяткино', 'Проспект Просвещения']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Московско-Петроградская']","['red', 'red', 'blue']",деревня Новое Девяткино,289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Не имеет значения,60.05732,30.47637,https://spb.superjob.ru/vakansii/nachalnik-laboratorii-asu-51673064.html,89400.0
33896279,"Машинист крана (козловой, мостовой кран)",85000,110000,rub,"['Строительство, проектирование, недвижимость', 'Промышленность, производство', 'Рабочий персонал']","['Строительно-монтажные работы', 'Производство стройматериалов', 'Квалифицированный рабочий']",Санкт-Петербург,['Рыбацкое'],['Невско-Василеостровская'],['green'],"Санкт-Петербург, Тепловозная улица",273216,100 — 500,5.0,СиБ-центр,От 1 года,Полный рабочий день,Не имеет значения,59.828739,30.510344,https://spb.superjob.ru/vakansii/mashinist-krana-33896279.html,97500.0
50245276,Столяр,40000,130000,rub,"['Промышленность, производство', 'Рабочий персонал', 'Строительство, проектирование, недвижимость']","['Мебельное производство', 'Квалифицированный рабочий', 'Строительство деревянных домов и конструкций']",Санкт-Петербург,[],[],[],,291920,более 5000,154.0,ФГБОУ ВО Санкт-Петербургский государственный университет,От 1 года,Полный рабочий день,Среднее специальное,,,https://spb.superjob.ru/vakansii/stolyar-50245276.html,85000.0
51773220,Техник технической поддержки УСИТ СПбГУ,70000,80000,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Санкт-Петербург,['Василеостровская'],['Невско-Василеостровская'],['green'],"Санкт-Петербург, 22-я линия Васильевского острова",291920,более 5000,154.0,ФГБОУ ВО Санкт-Петербургский государственный университет,От 1 года,Полный рабочий день,Среднее специальное,59.933014,30.263407,https://spb.superjob.ru/vakansii/tehnik-tehnicheskoj-podderzhki-usit-spbgu-51773220.html,75000.0
51836002,Инженер-конструктор машиностроения,130000,150000,rub,"['Строительство, проектирование, недвижимость', 'Промышленность, производство']","['Конструирование', 'Машиностроение, станкостроение']",Санкт-Петербург,['Площадь Александра Невского 2'],['Правобережная'],['yellow'],"Санкт-Петербург, проспект Бакунина, д. 29",4353589,менее 50,340.0,Jobers,От 1 года,Полный рабочий день,Высшее,59.930386,30.384813,https://spb.superjob.ru/vakansii/inzhener-konstruktor-mashinostroeniya-51836002.html,140000.0
51713115,Дежурный техник,5300,5300,rub,"['Административная работа, секретариат, АХО', 'Строительство, проектирование, недвижимость']","['АХО', 'Эксплуатация зданий']",Санкт-Петербург,['Крестовский остров'],['Фрунзенско-Приморская'],['violet'],"Санкт-Петербург, Крестовский проспект, 4",3494791,500 — 1000,0.0,Управление комфортом,От 1 года,Сменный график работы,Среднее специальное,59.969784,30.274616,https://spb.superjob.ru/vakansii/dezhurnyj-tehnik-51713115.html,5300.0
51697733,Специалист по обслуживанию зданий,52200,60900,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Отопление, вентиляция и кондиционирование', 'Водоснабжение, канализация', 'Эксплуатация зданий', 'Газоснабжение', 'Рабочий персонал, разное']",Санкт-Петербург,"['Электросила', 'Московские Ворота', 'Волковская', 'Бухарестская']","['Московско-Петроградская', 'Московско-Петроградская', 'Фрунзенско-Приморская', 'Фрунзенско-Приморская']","['blue', 'blue', 'violet', 'violet']","Санкт-Петербург, Иркутская улица, 2с2",11714,100 — 500,68.0,Филиал ФКУ «Налог-Сервис» ФНС России по ЦОД в г. Москве,Без опыта,Полный рабочий день,Не имеет значения,59.885101,30.335541,https://spb.superjob.ru/vakansii/specialist-po-obsluzhivaniyu-zdanij-51697733.html,56550.0
51738020,Главный специалист отдела подготовки технических заданий,77500,98400,rub,"['Строительство, проектирование, недвижимость']","['Управление строительством, девелопмент']",Санкт-Петербург,['Московская'],['Московско-Петроградская'],['blue'],"Санкт-Петербург, 5 Предпортовый проезд, д.4, к.3",627236,500 — 1000,0.0,"СПб ГКУ ""Городской мониторинговый центр""",От 3 лет,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/glavnyj-specialist-otdela-podgotovki-tehnicheskih-zadanij-51738020.html,87950.0
51782105,Главный специалист службы эксплуатации тепломеханического оборудования,98290,98290,rub,"['Административная работа, секретариат, АХО', 'Строительство, проектирование, недвижимость']","['АХО', 'Эксплуатация зданий']",Санкт-Петербург,[],[],[],"Санкт-Петербург, проспект Добролюбова, 16к2",289082,более 5000,60.0,Территориальная генерирующая компания №1,От 6 лет,Полный рабочий день,Не имеет значения,59.950188,30.294928,https://spb.superjob.ru/vakansii/glavnyj-specialist-sluzhby-ekspluatacii-teplomehanicheskogo-oborudovaniya-51782105.html,98290.0
51782491,Инженер-техник по обслуживанию здания,75000,92000,rub,"['Административная работа, секретариат, АХО', 'Строительство, проектирование, недвижимость']","['АХО', 'Эксплуатация зданий']",Санкт-Петербург,['Парнас'],['Московско-Петроградская'],['blue'],"Посёлок Парголово, улица Фёдора Абрамова, 16к3",3930777,100 — 500,2.0,ГБОУ СОШ № 469 Выборгского района Санкт-Петербурга,От 1 года,Полный рабочий день,Высшее,60.078705,30.33997,https://spb.superjob.ru/vakansii/inzhener-tehnik-po-obsluzhivaniyu-zdaniya-51782491.html,83500.0
51801228,Слесарь-сантехник,60000,65000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Водоснабжение, канализация', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,['Балтийская'],['Кировско-Выборгская'],['red'],"Санкт-Петербург, улица Шкапина, д.30",298376,100 — 500,5.0,СПб ГБУЗ МИАЦ,От 1 года,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/slesar-santehnik-51801228.html,62500.0
51847172,"Продавец-кассир (Санкт-Петербург, Курляндская, 8)",75600,96800,rub,"['Искусство, культура, развлечения', 'Продажи', 'Строительство, проектирование, недвижимость']","['Музей, выставочный зал', 'Агентства недвижимости, оценка недвижимости', 'Отопление, вентиляция и кондиционирование']",Санкт-Петербург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://spb.superjob.ru/vakansii/prodavec-kassir-51847172.html,86200.0
51849844,Рабочий по комплексному обслуживанию и ремонту здания,60000,60000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Эксплуатация зданий', 'Рабочий персонал, разное']",Санкт-Петербург,"['Ладожская', 'Новочеркасская']","['Правобережная', 'Правобережная']","['yellow', 'yellow']","ул. Маршала Тухачевского, д.17А",4349581,100 — 500,0.0,ГБОУ СОШ № 188 Красногвардейского района Санкт-Петербурга,От 3 лет,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdaniya-51849844.html,60000.0
46333761,"Старшина, плотник, разнорабочий, инспектор тыла, инженер",50000,80000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Строительно-монтажные работы', 'Технический надзор, строительная экспертиза / ПТО', 'Управление строительством, девелопмент', 'Рабочий персонал, разное']",Санкт-Петербург,"['Площадь Ленина', 'Выборгская', 'Лесная']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Кировско-Выборгская']","['red', 'red', 'red']","Санкт-Петербург, Минеральная улица, 3-5",3117918,500 — 1000,3.0,УМВД России по Калининскому району г. Санкт-Петербурга,Без опыта,Полный рабочий день,Среднее специальное,59.96653,30.381435,https://spb.superjob.ru/vakansii/starshina-46333761.html,65000.0
50726211,Электромонтажник,90000,110000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Эксплуатация зданий', 'Электроснабжение', 'Квалифицированный рабочий']",Санкт-Петербург,"['Площадь Александра Невского 1', 'Площадь Александра Невского 2']","['Невско-Василеостровская', 'Правобережная']","['green', 'yellow']","Санкт-Петербург, улица Профессора Качалова, 7",35359,менее 50,1375.0,ВЕРТЕК,От 1 года,Полный рабочий день,Не имеет значения,59.914288,30.396303,https://spb.superjob.ru/vakansii/elektromontazhnik-50726211.html,100000.0
50988868,Электромонтер,54000,54000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Эксплуатация зданий', 'Электроснабжение', 'Слаботочные системы и сети', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,[],[],[],"Ленинградская область, Всеволожск, Колтушское шоссе, 20",2187039,1000 — 5000,1563.0,Всеволожская КМБ,От 1 года,Полный рабочий день,Не имеет значения,60.037704,30.631096,https://spb.superjob.ru/vakansii/elektromonter-50988868.html,54000.0
51079858,Рабочий по комплексному обслуживанию и ремонту зданий,53350,55000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Эксплуатация зданий', 'Рабочий персонал, разное']",Санкт-Петербург,[],[],[],"Санкт-Петербург, 2-й Верхний переулок, 10",447702,менее 50,1365.0,"Производственно-складской комплекс ""ТЕХНОТРАНС""",От 1 года,Полный рабочий день,Не имеет значения,60.066593,30.374914,https://spb.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanij-51079858.html,54175.0
51707483,Оператор котельной,55000,75000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Отопление, вентиляция и кондиционирование', 'Рабочий персонал, разное']",Санкт-Петербург,[],[],[],,2082628,более 5000,2.0,"ГУП ""Топливно-энергетический комплекс СПб""",Без опыта,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/operator-kotelnoj-51707483.html,65000.0
51737194,Контролёр на контрольно пропускном пункте,45000,55000,rub,"['Строительство, проектирование, недвижимость']","['Эксплуатация зданий', 'Электроснабжение']",Санкт-Петербург,['Выборгская'],['Кировско-Выборгская'],['red'],"Санкт-Петербург, Большой Сампсониевский проспект, 64",794796,500 — 1000,32.0,НПО Компрессор,От 1 года,Полный рабочий день,Не имеет значения,59.976425,30.338093,https://spb.superjob.ru/vakansii/kontroljor-na-kontrolno-propusknom-punkte-51737194.html,50000.0
51782106,Инженер по организации эксплуатации и ремонту зданий и сооружений,100000,100000,rub,"['Строительство, проектирование, недвижимость']",['Эксплуатация зданий'],Санкт-Петербург,[],[],[],"Санкт-Петербург, Пискарёвский проспект, 25",2175568,100 — 500,6.0,Комплексный центр социального обслуживания населения,От 1 года,Полный рабочий день,Не имеет значения,59.969872,30.413074,https://spb.superjob.ru/vakansii/inzhener-po-organizacii-ekspluatacii-i-remontu-zdanij-i-sooruzhenij-51782106.html,100000.0
51782580,Главный теплотехник,80000,100000,rub,"['Строительство, проектирование, недвижимость']","['Отопление, вентиляция и кондиционирование']",Санкт-Петербург,[],[],[],"Санкт-Петербург, переулок Челиева, 13к3Т",4791977,менее 50,0.0,АТЛАНТИЧЕСКИЙ АЛЬЯНС,От 3 лет,Полный рабочий день,Высшее,59.888184,30.478346,https://spb.superjob.ru/vakansii/glavnyj-teplotehnik-51782580.html,90000.0
51833917,Распределитель работ (Египет),100000,100000,rub,"['Строительство, проектирование, недвижимость']",['Строительно-монтажные работы'],Санкт-Петербург,[],[],[],,970633,более 5000,2342.0,Трест Росспецэнергомонтаж,От 1 года,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/raspredelitel-rabot-51833917.html,100000.0
51849938,Электромонтёр,60000,70000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Эксплуатация зданий', 'Электроснабжение', 'Слаботочные системы и сети', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,"['Рыбацкое', 'Обухово', 'Пролетарская']","['Невско-Василеостровская', 'Невско-Василеостровская', 'Невско-Василеостровская']","['green', 'green', 'green']","Санкт-Петербург, территория Мурзинка, Прогонная улица, 7М",2625662,100 — 500,10.0,Академия машиностроения имени Ж. Я. Котина,От 3 лет,Полный рабочий день,Не имеет значения,59.850628,30.473801,https://spb.superjob.ru/vakansii/elektromontjor-51849938.html,65000.0
51859808,Продавец в зону готовой еды,66700,104700,rub,"['Бухгалтерия, финансы, аудит', 'Строительство, проектирование, недвижимость']","['Аудит, ревизия, инспектирование', 'Технический надзор, строительная экспертиза / ПТО']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Подольская, 23",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,59.915031,30.324923,https://spb.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51859808.html,85700.0
51870314,Инженер-конструктор 1 категории,100000,150000,rub,"['Строительство, проектирование, недвижимость']",['Конструирование'],Санкт-Петербург,['Электросила'],['Московско-Петроградская'],['blue'],"г.Санкт-Петербург, вн.тер.г. муниципальный округ Московская Застава, ул. Благодатная, д. 10, к. 3 стр. 1",197674,50 — 100,2.0,Флаг Альфа,От 3 лет,Полный рабочий день,Высшее,,,https://spb.superjob.ru/vakansii/inzhener-konstruktor-1-kategorii-51870314.html,125000.0
51673016,Электрослесарь по обслуживанию автоматики и средств измерений электростанции 7 разряда ТЭЦ-14,90480,90480,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Электроснабжение', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,"['Автово', 'Кировский завод']","['Кировско-Выборгская', 'Кировско-Выборгская']","['red', 'red']","Санкт-Петербург, Корабельная улица, 4с4",289082,более 5000,60.0,Территориальная генерирующая компания №1,От 1 года,Полный рабочий день,Среднее специальное,59.86879,30.242151,https://spb.superjob.ru/vakansii/elektroslesar-po-obsluzhivaniyu-avtomatiki-i-sredstv-izmerenij-elektrostancii-7-razryada-tec-14-51673016.html,90480.0
51694729,Главный специалист сектора выдачи и контроля технических условий,80000,100000,rub,"['Строительство, проектирование, недвижимость']","['Строительно-монтажные работы', 'Слаботочные системы и сети']",Санкт-Петербург,[],[],[],"Санкт-Петербург, 5-й Предпортовый проезд, 4к3",627236,500 — 1000,0.0,"СПб ГКУ ""Городской мониторинговый центр""",От 3 лет,Полный рабочий день,Высшее,59.839256,30.31488,https://spb.superjob.ru/vakansii/glavnyj-specialist-sektora-vydachi-i-kontrolya-tehnicheskih-uslovij-51694729.html,90000.0
51713112,Дежурный техник,5300,5300,rub,"['Административная работа, секретариат, АХО', 'Строительство, проектирование, недвижимость']","['АХО', 'Эксплуатация зданий']",Санкт-Петербург,"['Петроградская', 'Чкаловская']","['Московско-Петроградская', 'Фрунзенско-Приморская']","['blue', 'violet']","Санкт-Петербург, Барочная улица, 6",3494791,500 — 1000,0.0,Управление комфортом,От 1 года,Сменный график работы,Среднее специальное,59.965649,30.285793,https://spb.superjob.ru/vakansii/dezhurnyj-tehnik-51713112.html,5300.0
51849651,Строитель-универсал,150000,250000,rub,"['Строительство, проектирование, недвижимость', 'Рабочий персонал']","['Строительно-монтажные работы', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Санкт-Петербург,[],[],[],,3797376,менее 50,337.0,JOBCART.RU,От 1 года,Полный рабочий день,Не имеет значения,,,https://spb.superjob.ru/vakansii/stroitel-universal-51849651.html,200000.0
11306311,Инженер-Проектировщик / Инженер-электрик,120000,150000,rub,"['Строительство, проектирование, недвижимость']","['Проектирование', 'Электроснабжение']",Санкт-Петербург,"['Площадь Александра Невского 1', 'Площадь Александра Невского 2']","['Невско-Василеостровская', 'Правобережная']","['green', 'yellow']","Санкт-Петербург, улица Профессора Качалова, 7",35359,менее 50,1375.0,ВЕРТЕК,От 3 лет,Полный рабочий день,Высшее,59.91428,30.396284,https://spb.superjob.ru/vakansii/inzhener-proektirovschik-11306311.html,135000.0
45348416,Ведущий инженер-проектировщик систем электроснабжения,110000,150000,rub,"['Строительство, проектирование, недвижимость']","['Проектирование', 'Электроснабжение']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Дунайский проспект, 13к2",3667262,менее 50,0.0,СП -Инновация,От 1 года,Полный рабочий день,Не имеет значения,59.829147,30.337194,https://spb.superjob.ru/vakansii/veduschij-inzhener-proektirovschik-sistem-elektrosnabzheniya-45348416.html,130000.0
31720282,Рабочий по комплексному обслуживанию и ремонту здания,50000,80000,rub,"['Строительство, проектирование, недвижимость']","['Благоустройство территорий', 'Отопление, вентиляция и кондиционирование', 'ЖКХ']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Большой проспект Петроградской стороны, 29",3548482,100 — 500,1.0,ГБНОУ «Академия технического творчества и цифровых технологий» Санкт-Петербурга,От 3 лет,Полный рабочий день,Не имеет значения,59.957912,30.29977,https://spb.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdaniya-31720282.html,65000.0
