id,Название вакансии,Минимальная зарплата,Максимальная зарплата,Валюта,Категория,Детальные категории,Город,Метро,Линия метро,Цвет линии метро,Адрес,Id компании,Кол-во персонала в компании,Кол-во размещенных вакансий,Название компании,Опыт,График работы,Образование,Широта,Долгота,ссылка,Средняя зарплата
51792337,"Пекарь (Тверь, Ленина, 2)",44000,55000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Тверь,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://tver.superjob.ru/vakansii/pekar-51792337.html,49500.0
51792339,"Пекарь (Приаргунск, Приаргунск, Транспортная, 5в)",44800,58200,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Приаргунск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://chita.superjob.ru/vakansii/pekar-51792339.html,51500.0
51792341,"Пекарь (Новосемейкино, Новосемейкино, Мира, 8б)",48800,65900,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Новосемейкино,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://novosemeykino.superjob.ru/vakansii/pekar-51792341.html,57350.0
51792343,"Пекарь (Курск, Весенний 2-й, 31)",43000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Курск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://kursk.superjob.ru/vakansii/pekar-51792343.html,51500.0
51792344,"Пекарь (Набережные Челны, Дружбы Народов, 11А)",49000,56000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Набережные Челны,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://naberezhnye-chelny.superjob.ru/vakansii/pekar-51792344.html,52500.0
51844037,"Пекарь (Киров, Потребкооперации, 34б)",49000,59000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Киров (Кировская область),[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://kirov.superjob.ru/vakansii/pekar-51844037.html,54000.0
51860686,Пекарь,53900,72700,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Кременкуль,[],[],[],"Привилегия, поселок Западный, Привилегия, поселок Западный, Кременкульская, 30",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,55.117126,61.252857,https://kremenkul.superjob.ru/vakansii/pekar-51860686.html,63300.0
51860690,"Пекарь (Сысерть, Орджоникидзе, 140А)",53400,72000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Сысерть,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://sysert.superjob.ru/vakansii/pekar-51860690.html,62700.0
51821176,Продавец в зону готовой еды,55700,78700,rub,"['Промышленность, производство']",['Пищевая промышленность'],Петергоф,[],[],[],"Петергоф, Разведчика, 4",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,59.877254,29.898977,https://petergof.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51821176.html,67200.0
51831730,Продавец в зону готовой еды,34500,46000,rub,"['Промышленность, производство']",['Пищевая промышленность'],Кострома,[],[],[],"Кострома, Козуева, 80",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,57.782154,40.920837,https://kostroma.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51831730.html,40250.0
51838833,Продавец в зону готовой еды,40000,53333,rub,"['Промышленность, производство']",['Пищевая промышленность'],Нижнекамск,[],[],[],"Нижнекамск, Химиков, 64",280168,более 5000,18163.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,55.639626,51.820152,https://nizhnekamsk.superjob.ru/vakansii/prodavec-v-zonu-gotovoj-edy-51838833.html,46666.5
51840777,Старший смены собственного производства в Гипермаркет Магнит,62500,80000,rub,"['Промышленность, производство']",['Другое'],Ростов-на-Дону,[],[],[],"Ростов-на-Дону, Лелюшенко, 4",280168,более 5000,18163.0,"Магнит, Розничная сеть",От 1 года,Полный рабочий день,Не имеет значения,47.293827,39.733269,https://rnd.superjob.ru/vakansii/starshij-smeny-sobstvennogo-proizvodstva-v-gipermarket-magnit-51840777.html,71250.0
51840779,"Повар кулинарии, Собственное производство в Гипермаркет Магнит",58000,83000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Геленджик,[],[],[],"Геленджик, Советская, 71",280168,более 5000,18163.0,"Магнит, Розничная сеть",Без опыта,Сменный график работы,Не имеет значения,44.55294,38.088192,https://gelendzhik.superjob.ru/vakansii/povar-kulinarii-51840779.html,70500.0
51854573,"Повар кулинарии, Собственное производство в Гипермаркет Магнит",55000,80000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Анапа,[],[],[],"Анапа, Анапское, 14",280168,более 5000,18163.0,"Магнит, Розничная сеть",Без опыта,Сменный график работы,Не имеет значения,44.898273,37.348637,https://anapa.superjob.ru/vakansii/povar-kulinarii-51854573.html,67500.0
48779253,"Пекарь (Кипун, Кипун, Зимняя, 2а)",42000,57000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Шаркан,[],[],[],"Деревня Кипун, Зимняя улица, 2",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,57.277397,53.883564,https://sharkan.superjob.ru/vakansii/pekar-48779253.html,49500.0
48779377,Пекарь,52000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Казань,[],[],[],"Казань, Ямашева, 82",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,55.827766,49.146748,https://kazan.superjob.ru/vakansii/pekar-48779377.html,56000.0
48779379,Пекарь,75600,96800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Мурино,[],[],[],"Мурино, Шоссе в Лаврики, 89",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,60.066544,30.45686,https://murino.superjob.ru/vakansii/pekar-48779379.html,86200.0
48779542,Пекарь,33600,45360,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Кашира,[],[],[],"Кашира, Ожерелье, Молодежная, 20",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Полный рабочий день,Не имеет значения,54.780548,38.270782,https://kashira.superjob.ru/vakansii/pekar-48779542.html,39480.0
48779584,Пекарь,42000,47000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Киржач,[],[],[],"Киржач, Ленинградская, 114",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,56.169418,38.894627,https://kirzhach.superjob.ru/vakansii/pekar-48779584.html,44500.0
48779654,Пекарь,37200,50200,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Янаул,[],[],[],"Янаул, Победы, 97",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,56.273441,54.940479,https://yanaul.superjob.ru/vakansii/pekar-48779654.html,43700.0
49629937,Пекарь,43000,53000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Элиста,[],[],[],"Элиста, В. И. Ленина, 44",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,46.312515,44.225803,https://elista.superjob.ru/vakansii/pekar-49629937.html,48000.0
49736630,Пекарь,43000,53000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Элиста,[],[],[],"Элиста, 4, 25",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,46.307743,44.26976,https://elista.superjob.ru/vakansii/pekar-49736630.html,48000.0
50277147,Пекарь,48000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Вязники,[],[],[],"Вязники, Благовещенская, 29/10",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,56.247902,42.152473,https://vyazniki.superjob.ru/vakansii/pekar-50277147.html,54000.0
51758048,"Пекарь (Гафурово, Гафурово, Мирная, 26Б)",37400,50600,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Туймазы,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://tuimazy.superjob.ru/vakansii/pekar-51758048.html,44000.0
51764001,"Пекарь (Мензелинск, Челнинский Тракт, 8)",46600,53600,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Мензелинск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://menzelinsk.superjob.ru/vakansii/pekar-51764001.html,50100.0
51764002,"Пекарь (Истра, Воскресенская, 3)",46860,58575,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Истра,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://istra.superjob.ru/vakansii/pekar-51764002.html,52717.5
51764003,"Пекарь (Междуреченск, Медиков, 8)",36800,47800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Междуреченск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://mezhdurechensk.superjob.ru/vakansii/pekar-51764003.html,42300.0
51792150,"Пекарь (Озёры, 1, 13)",46860,58575,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Озеры,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Полный рабочий день,Не имеет значения,,,https://ozery.superjob.ru/vakansii/pekar-51792150.html,52717.5
51792152,Пекарь,50000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Воронеж,[],[],[],"Воронеж, Патриотов, 38",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,51.648045,39.122494,https://voronezh.superjob.ru/vakansii/pekar-51792152.html,55000.0
51792155,"Пекарь (Нижний Новгород, Гагарина, 17А)",56000,72000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Нижний Новгород,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://nn.superjob.ru/vakansii/pekar-51792155.html,64000.0
51792156,Пекарь,47000,57000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Шуя,[],[],[],"Шуя, Свердлова, 115в",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,56.836304,41.391945,https://shuya.superjob.ru/vakansii/pekar-51792156.html,52000.0
51792158,"Пекарь (Жуков, Ленина, 22)",44300,59800,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Жуков,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://zhukov.superjob.ru/vakansii/pekar-51792158.html,52050.0
51792166,"Пекарь (Москва, Нагатинская, 9)",80000,100000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Москва,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://www.superjob.ru/vakansii/pekar-51792166.html,90000.0
51792170,"Пекарь (Серебряные Пруды, Шеметово, 1)",52272,70924,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Серебряные Пруды,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://mo.superjob.ru/vakansii/pekar-51792170.html,61598.0
51792174,"Пекарь (Озёры, Горы, Новая, 2Б)",52272,70924,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Озеры,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://ozery.superjob.ru/vakansii/pekar-51792174.html,61598.0
51792177,"Пекарь (Инякино, Инякино, Центральная, 156)",48000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Рязанская,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://ryazanskaya.superjob.ru/vakansii/pekar-51792177.html,54000.0
51792182,Пекарь,60000,75000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Электроугли,[],[],[],"Электроугли, Центральная, 110",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,55.725422,38.208015,https://elektrougli.superjob.ru/vakansii/pekar-51792182.html,67500.0
51792183,"Пекарь (Ялуторовск, Свердлова, 49)",36900,48000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Ялуторовск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://yalutorovsk.superjob.ru/vakansii/pekar-51792183.html,42450.0
51792192,"Пекарь (Тольятти, Ленина, 3)",47600,59500,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Тольятти,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://tolyatti.superjob.ru/vakansii/pekar-51792192.html,53550.0
51792195,"Пекарь (Ясная Поляна, Ясная Поляна, Механизаторов, 1)",46000,56000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Рабочий персонал']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Рабочий персонал, разное', 'Квалифицированный рабочий']",Череповец,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://cherepovets.superjob.ru/vakansii/pekar-51792195.html,51000.0
51792201,"Пекарь (Оренбург, Пролетарская, 298)",40800,55100,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Оренбург,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://orenburg.superjob.ru/vakansii/pekar-51792201.html,47950.0
51792207,"Пекарь (Ульяновск, Локомотивная, 62Б)",42500,57500,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Ульяновск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://ulyanovsk.superjob.ru/vakansii/pekar-51792207.html,50000.0
51792211,"Пекарь (Нижний Новгород, Октябрьской Революции, 62)",56000,72000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Нижний Новгород,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://nn.superjob.ru/vakansii/pekar-51792211.html,64000.0
51792212,Пекарь,51000,63000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Чехов,[],[],[],"Чехов, Молоди, Магистральная, 202",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,55.263931,37.509533,https://chehov.superjob.ru/vakansii/pekar-51792212.html,57000.0
51792222,"Пекарь (Буденновск, Кочубея, 140)",27800,37600,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Буденновск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://budennovsk.superjob.ru/vakansii/pekar-51792222.html,32700.0
51792244,"Пекарь (Киров, Андрея Упита, 16А)",49000,59000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Киров (Кировская область),[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://kirov.superjob.ru/vakansii/pekar-51792244.html,54000.0
51792249,"Пекарь (Краснодар, Скандинавская, 1)",41740,54000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Краснодар,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://krasnodar.superjob.ru/vakansii/pekar-51792249.html,47870.0
51792257,"Пекарь (Харовск, Свободы, 20)",43000,52000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Харовск,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://harovsk.superjob.ru/vakansii/pekar-51792257.html,47500.0
51792263,"Пекарь (Псков, Энтузиастов, 5А)",44000,51000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Псков,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://pskov.superjob.ru/vakansii/pekar-51792263.html,47500.0
51792264,"Пекарь (Воронеж, Летчика Филипова, 6)",50000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Воронеж,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://voronezh.superjob.ru/vakansii/pekar-51792264.html,55000.0
51844031,"Пекарь (Суоранда, Суоранда, Центральная, 2Б/1)",72500,92700,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Янино-1,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://yanino-1.superjob.ru/vakansii/pekar-51844031.html,82600.0
51860674,"Пекарь (Миасс, 60 лет Октября, 11Б)",52100,70300,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Миасс,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://miass.superjob.ru/vakansii/pekar-51860674.html,61200.0
48777166,Пекарь,39800,54000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Красный Сулин,[],[],[],"Красный Сулин, Гагарина, 33",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,47.890678,40.07151,https://krasny-sulin.superjob.ru/vakansii/pekar-48777166.html,46900.0
48777220,Пекарь,49000,55500,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Ростов-на-Дону,[],[],[],"Ростов-на-Дону, Димитрова, 58",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,47.257416,39.785484,https://rnd.superjob.ru/vakansii/pekar-48777220.html,52250.0
48777265,"Пекарь (Отрадная,)",42000,53700,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Отрадная,[],[],[],"Отрадная, Союзная, 70А",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,44.399094,41.525372,https://otradnaya.superjob.ru/vakansii/pekar-48777265.html,47850.0
49241860,Пекарь,42000,57000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Александровск,[],[],[],"Александровск, Яйва, Кирова, 19",2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,59.348068,57.27388,https://aleksandrovsk.superjob.ru/vakansii/pekar-49241860.html,49500.0
50156227,Пекарь,57500,63300,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Тополево,[],[],[],"Тополево, Гаражная, 1А",2635306,более 5000,49868.0,Пятёрочка,От 1 года,Частичная занятость / Совместительство,Не имеет значения,48.504494,135.1698,https://habarovsk.superjob.ru/vakansii/pekar-50156227.html,60400.0
50157061,Пекарь,38000,47000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство', 'Продажи']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность', 'Начало карьеры, мало опыта']",Воскресенское,[],[],[],"Воскресенское, 80",2635306,более 5000,49868.0,Пятёрочка,Без опыта,Полный рабочий день,Не имеет значения,54.571041,36.404621,https://mo.superjob.ru/vakansii/pekar-50157061.html,42500.0
51710551,"Пекарь (Липецк, Катукова, 11)",55000,65000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Липецк,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://lipetsk.superjob.ru/vakansii/pekar-51710551.html,60000.0
51736488,"Пекарь (Ставрополь, СНТ Юбилейное-1, 3)",36000,47000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Ставрополь,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://stavropol.superjob.ru/vakansii/pekar-51736488.html,41500.0
51754651,"Пекарь (Сызрань, Победы, 21)",50000,60000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Сызрань,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://syzran.superjob.ru/vakansii/pekar-51754651.html,55000.0
51758041,"Пекарь (Выселки, Выселки, Победы, 59)",45000,56000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Выселки,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://vyselki.superjob.ru/vakansii/pekar-51758041.html,50500.0
51792030,"Пекарь (Тольятти, Дзержинского, 27а)",47600,59500,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Тольятти,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://tolyatti.superjob.ru/vakansii/pekar-51792030.html,53550.0
51792034,"Пекарь (Домодедово, Павловское, Вокзальная, 21)",67220,90000,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Домодедово,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://domodedovo.superjob.ru/vakansii/pekar-51792034.html,78610.0
51792035,"Пекарь (Выползово, Выползово, Шоссейная, 1в)",35000,47200,rub,"['Туризм, гостиницы, общественное питание', 'Промышленность, производство']","['Рестораны, кафе, столовые, фастфуд', 'Пищевая промышленность']",Выползово,[],[],[],,2635306,более 5000,49868.0,Пятёрочка,Не имеет значения,Частичная занятость / Совместительство,Не имеет значения,,,https://vipolzovo.superjob.ru/vakansii/pekar-51792035.html,41100.0
