id,Название вакансии,Минимальная зарплата,Максимальная зарплата,Валюта,Категория,Детальные категории,Город,Метро,Линия метро,Цвет линии метро,Адрес,Id компании,Индуcтрия,Кол-во персонала в компании,Кол-во размещенных вакансий,Название компании,Опыт,График работы,Образование,Широта,Долгота,ссылка
51835464,Приемщик в Гипермаркет Магнит,40500,54000,rub,"['Транспорт, логистика, ВЭД', 'Услуги, ремонт, сервисное обслуживание']","['Складское хозяйство', 'Автосервис']",Армавир (Краснодарский край),[],[],[],"Армавир, Энгельса, 57/2",280168,,более 5000,18164.0,"Магнит, Розничная сеть",Не имеет значения,Сменный график работы,Не имеет значения,44.999275,41.119617,https://armavir.superjob.ru/vakansii/priemschik-v-gipermarket-magnit-51835464.html
51850370,Главный механик по транспорту,120000,0,rub,"['Транспорт, логистика, ВЭД', 'Услуги, ремонт, сервисное обслуживание']","['Автоперевозки', 'Автосервис']",Москва,[],[],[],"Московская область, городской округ Люберцы, деревня Мотяково",2139610,,50 — 100,5107.0,САХ района Новокосино,От 3 лет,Полный рабочий день,Не имеет значения,55.700695,38.009823,https://www.superjob.ru/vakansii/glavnyj-mehanik-po-transportu-51850370.html
51870463,Сервисный инженер по ремонту спецтехники (Москва),0,200000,rub,"['Услуги, ремонт, сервисное обслуживание']","['Автосервис', 'Телекоммуникационное оборудование и сети', 'Промышленное оборудование', 'Бытовая техника', 'Компьютеры и оргтехника']",Москва,"['Новогиреево', 'Новокосино', 'Никольское']","['МЦД4', 'Калининско-Солнцевская', 'МЦД4']","['mediumaquamarine', 'yellow', 'mediumaquamarine']","Москва, Новокосинская улица",4353589,,менее 50,340.0,Jobers,Без опыта,Полный рабочий день,Не имеет значения,55.749485,37.591496,https://www.superjob.ru/vakansii/servisnyj-inzhener-po-remontu-spectehniki-51870463.html
51166301,Мастер по текущему ремонту (плотник),65000,65000,rub,"['Услуги, ремонт, сервисное обслуживание']","['Автосервис', 'Металлоремонт', 'Телекоммуникационное оборудование и сети', 'Торговое, складское, холодильное оборудование', 'Бытовая техника']",Санкт-Петербург,['Комендантский проспект'],['Фрунзенско-Приморская'],['violet'],"Санкт-Петербург, Комендантский проспект, 60к1",3494791,,500 — 1000,0.0,Управление комфортом,От 1 года,Полный рабочий день,Не имеет значения,60.035496,30.225039,https://spb.superjob.ru/vakansii/master-po-tekuschemu-remontu-51166301.html
51737660,Уборщик служебных помещений,60000,90000,rub,"['Услуги, ремонт, сервисное обслуживание']",['Клининг'],Москва,"['Юго-Западная', 'Беляево', 'Тропарёво', 'Новаторская', 'Университет Дружбы Народов']","['Сокольническая', 'Калужско-Рижская', 'Сокольническая', 'Троицкая', 'Троицкая']","['red', 'orange', 'red', 'darkspringgreen', 'darkspringgreen']","Москва, улица Саморы Машела, 1",4821130,,1000 — 5000,11.0,«НМИЦ ДГОИ им. Дмитрия Рогачева» Минздрава России,Без опыта,Полный рабочий день,Не имеет значения,55.653061,37.493156,https://www.superjob.ru/vakansii/uborschik-sluzhebnyh-pomeschenij-51737660.html
51619272,Уборщица/Уборщик в магазин CR (ТЦ Галерея),0,0,rub,"['Услуги, ремонт, сервисное обслуживание']",['Клининг'],Санкт-Петербург,"['Владимирская', 'Площадь Восстания', 'Маяковская']","['Кировско-Выборгская', 'Кировско-Выборгская', 'Невско-Василеостровская']","['red', 'red', 'green']","Санкт-Петербург, Лиговский проспект, 30",31255,,более 5000,23.0,FES retail,Без опыта,Полный рабочий день,Не имеет значения,59.927563,30.360613,https://spb.superjob.ru/vakansii/uborschica-51619272.html
51737956,Техник (Краснобогатырская),80000,81000,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Москва,"['Бульвар Рокоссовского', 'Преображенская площадь', 'Белокаменная']","['МЦК', 'Сокольническая', 'МЦК']","['lightpink', 'red', 'lightpink']","Москва, Краснобогатырская улица",249006,,более 5000,928.0,"Группа Компаний ""Медси""/АО ""ГРУППА КОМПАНИЙ ""МЕДСИ""",Без опыта,Полный рабочий день,Не имеет значения,55.809978,37.703701,https://www.superjob.ru/vakansii/tehnik-51737956.html
51766215,Наладчик железнодорожно-строительных машин и механизмов,75000,75000,rub,"['Промышленность, производство', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Промышленное оборудование', 'Промышленное оборудование', 'Квалифицированный рабочий']",Рязань,[],[],[],"Рязань, Вокзальная улица, 28",2466656,,более 5000,3173.0,Российские железные дороги,Без опыта,Полный рабочий день,Среднее специальное,54.633331,39.710892,https://ryazan.superjob.ru/vakansii/naladchik-zheleznodorozhno-stroitelnyh-mashin-i-mehanizmov-51766215.html
51801416,Уборщик служебных помещений,0,0,rub,"['Услуги, ремонт, сервисное обслуживание']",['Клининг'],Обнинск,[],[],[],,3797376,,менее 50,337.0,JOBCART.RU,Без опыта,Полный рабочий день,Не имеет значения,,,https://obninsk.superjob.ru/vakansii/uborschik-sluzhebnyh-pomeschenij-51801416.html
27416778,Электромеханик по ДГУ,100000,0,rub,"['Строительство, проектирование, недвижимость', 'Услуги, ремонт, сервисное обслуживание', 'Рабочий персонал']","['Электроснабжение', 'Слаботочные системы и сети', 'Телекоммуникационное оборудование и сети', 'Промышленное оборудование', 'Квалифицированный рабочий']",Санкт-Петербург,[],[],[],"Санкт-Петербург, Химический переулок, 12к3",2190760,,50 — 100,2.0,Тэтра Инжиниринг,От 3 лет,Полный рабочий день,Среднее специальное,59.890835,30.290167,https://spb.superjob.ru/vakansii/elektromehanik-po-dgu-27416778.html
